wrestling,,,1904 St. Louis,1,Isidor Niflot,United States,
wrestling,,,1904 St. Louis,2,August Wester,United States,
wrestling,,,1904 St. Louis,3,Louis Strebler,United States,
wrestling,,,1908 London,1,George Mehnert,United States,
wrestling,,,1908 London,2,William J. Press,Great Britain,
wrestling,,,1908 London,3,Aubert Cote,Canada,
wrestling,,,1924 Paris,1,Kustaa Pihlajamäki,Finland,
wrestling,,,1924 Paris,2,Kaarlo Mäkinen,Finland,
wrestling,,,1924 Paris,3,Bryan Hines,United States,
wrestling,,,1928 Amsterdam,1,Kaarlo Mäkinen,Finland,
wrestling,,,1928 Amsterdam,2,Edmond Spapen,Belgium,
wrestling,,,1928 Amsterdam,3,James Trifunov,Canada,
wrestling,,,1932 Los Angeles,1,Robert Pearce,United States,
wrestling,,,1932 Los Angeles,2,Ödön Zombori,Hungary,
wrestling,,,1932 Los Angeles,3,Aatos Jaskari,Finland,
wrestling,,,1936 Berlin,1,Ödön Zombori,Hungary,
wrestling,,,1936 Berlin,2,Ross Flood,United States,
wrestling,,,1936 Berlin,3,Johannes Herbert,Germany,
wrestling,,,1948 London,1,Nasuh Akar,Turkey,
wrestling,,,1948 London,2,Gerald Leeman,United States,
wrestling,,,1948 London,3,Charles Kouyos,France,
wrestling,,,1952 Helsinki,1,Shohachi Ishii,Japan,
wrestling,,,1952 Helsinki,2,Rashid Mamedbekov,Soviet Union,
wrestling,,,1952 Helsinki,3,Khashaba Dadasaheb Jadhav,India,
wrestling,,,1956 Melbourne,1,Mustafa Dağıstanlı,Turkey,
wrestling,,,1956 Melbourne,2,Mehdi Yaghoubi,Iran,
wrestling,,,1956 Melbourne,3,Mikhail Shakhov,Soviet Union,
wrestling,,,1960 Rome,1,Terrence McCann,United States,
wrestling,,,1960 Rome,2,Nezhdet Zalev,Bulgaria,
wrestling,,,1960 Rome,3,Tadeusz Trojanowski,Poland,
wrestling,,,1964 Tokyo,1,Yojiro Uetake,Japan,
wrestling,,,1964 Tokyo,2,Hüseyin Akbaş,Turkey,
wrestling,,,1964 Tokyo,3,Aydin Ibragimov,Soviet Union,
wrestling,,,1968 Mexico City,1,Yojiro Uetake,Japan,
wrestling,,,1968 Mexico City,2,Donald Behm,United States,
wrestling,,,1968 Mexico City,3,Aboutaleb Talebi,Iran,
wrestling,,,1972 Munich,1,Hideaki Yanagida,Japan,
wrestling,,,1972 Munich,2,Richard Sanders,United States,
wrestling,,,1972 Munich,3,László Klinga,Hungary,
wrestling,,,1976 Montreal,1,Vladimir Yumin,Soviet Union,
wrestling,,,1976 Montreal,2,Hans-Dieter Brüchert,East Germany,
wrestling,,,1976 Montreal,3,Masao Arai,Japan,
wrestling,,,1980 Moscow,1,Sergei Beloglazov,Soviet Union,
wrestling,,,1980 Moscow,2,Li Ho-Pyong,North Korea,
wrestling,,,1980 Moscow,3,Dugarsürengiin Oyuunbold,Mongolia,
wrestling,,,1984 Los Angeles,1,Hideaki Tomiyama,Japan,
wrestling,,,1984 Los Angeles,2,Barry Davis,United States,
wrestling,,,1984 Los Angeles,3,Kim Eui-Kon,South Korea,
wrestling,,,1988 Seoul,1,Sergei Beloglazov,Soviet Union,
wrestling,,,1988 Seoul,2,Askari Mohammadian,Iran,
wrestling,,,1988 Seoul,3,Noh Kyung-Sun,South Korea,
wrestling,,,1992 Barcelona,1,Alejandro Puerto,Cuba,
wrestling,,,1992 Barcelona,2,Sergei Smal,Unified Team,
wrestling,,,1992 Barcelona,3,Kim Yong-Sik,North Korea,
wrestling,,,1996 Atlanta,1,Kendall Cross,United States,
wrestling,,,1996 Atlanta,2,Guivi Sissaouri,Canada,
wrestling,,,1996 Atlanta,3,Ri Yong-Sam,North Korea,
wrestling,,,2000 Sydney,1,Alireza Dabir,Iran,
wrestling,,,2000 Sydney,2,Yevgen Buslovych,Ukraine,
wrestling,,,2000 Sydney,3,Terry Brands,United States,
wrestling,,,2004 Athens,1,Mavlet Batirov,Russia,
wrestling,,,2004 Athens,2,Stephen Abas,United States,
wrestling,,,2004 Athens,3,Chikara Tanabe,Japan,
wrestling,,,2008 Beijing,1,Henry Cejudo,United States,
wrestling,,,2008 Beijing,2,Tomohiro Matsunaga,Japan,
wrestling,,,2008 Beijing,3,Besik Kudukhov,Russia,
wrestling,,,2008 Beijing,3,Radoslav Velikov,Bulgaria,
wrestling,,,2012 London,1,Djamal Otarsultanov,Russia,
wrestling,,,2012 London,2,Vladimer Khinchegashvili,Georgia,
wrestling,,,2012 London,3,Yang Kyong-Il,North Korea,
wrestling,,,2012 London,3,Shinichi Yumoto,Japan,
wrestling,,,1904 St. Louis,1,Otto Roehm,United States,
wrestling,,,1904 St. Louis,2,Rudolph Tesing,United States,
wrestling,,,1904 St. Louis,3,Albert Zirkel,United States,
wrestling,,,1908 London,1,George de Relwyskow,Great Britain,
wrestling,,,1908 London,2,William Wood,Great Britain,
wrestling,,,1908 London,3,Albert Gingell,Great Britain,
wrestling,,,1920 Antwerp,1,Kalle Anttila,Finland,
wrestling,,,1920 Antwerp,2,Gottfrid Svensson,Sweden,
wrestling,,,1920 Antwerp,3,Peter Wright,Great Britain,
wrestling,,,1924 Paris,1,Russell Vis,United States,
wrestling,,,1924 Paris,2,Volmar Wikström,Finland,
wrestling,,,1924 Paris,3,Arvo Haavisto,Finland,
wrestling,,,1928 Amsterdam,1,Osvald Käpp,Estonia,
wrestling,,,1928 Amsterdam,2,Charles Pacôme,France,
wrestling,,,1928 Amsterdam,3,Eino Augusti Leino,Finland,
wrestling,,,1932 Los Angeles,1,Charles Pacôme,France,
wrestling,,,1932 Los Angeles,2,Károly Kárpáti,Hungary,
wrestling,,,1932 Los Angeles,3,Gustaf Klarén,Sweden,
wrestling,,,1936 Berlin,1,Károly Kárpáti,Hungary,
wrestling,,,1936 Berlin,2,Wolfgang Ehrl,Germany,
wrestling,,,1936 Berlin,3,Hermanni Pihlajamäki,Finland,
wrestling,,,1948 London,1,Celal Atik,Turkey,
wrestling,,,1948 London,2,Gösta Frändfors,Sweden,
wrestling,,,1948 London,3,Hermann Baumann,Switzerland,
wrestling,,,1952 Helsinki,1,Olle Anderberg,Sweden,
wrestling,,,1952 Helsinki,2,Jay Thomas Evans,United States,
wrestling,,,1952 Helsinki,3,Jahanbakht Towfigh,Iran,
wrestling,,,1956 Melbourne,1,Imam-Ali Habibi,Iran,
wrestling,,,1956 Melbourne,2,Shigeru Kasahara,Japan,
wrestling,,,1956 Melbourne,3,Alimbeg Bestayev,Soviet Union,
wrestling,,,1960 Rome,1,Shelby Wilson,United States,
wrestling,,,1960 Rome,2,Vladimir Synyavsky,Soviet Union,
wrestling,,,1960 Rome,3,Enyu Valchev,Bulgaria,
wrestling,,,1964 Tokyo,1,Enyu Valchev,Bulgaria,
wrestling,,,1964 Tokyo,2,Klaus Rost,Germany,
wrestling,,,1964 Tokyo,3,Iwao Horiuchi,Japan,
wrestling,,,1968 Mexico City,1,Abdollah Movahed,Iran,
wrestling,,,1968 Mexico City,2,Enyu Valchev,Bulgaria,
wrestling,,,1968 Mexico City,3,Danzandarjaagiin Sereeter,Mongolia,
wrestling,,,1972 Munich,1,Dan Gable,United States,
wrestling,,,1972 Munich,2,Kikuo Wada,Japan,
wrestling,,,1972 Munich,3,Ruslan Ashuraliyev,Soviet Union,
wrestling,,,1976 Montreal,1,Pavel Pinigin,Soviet Union,
wrestling,,,1976 Montreal,2,Lloyd Keaser,United States,
wrestling,,,1976 Montreal,3,Yasaburo Sugawara,Japan,
wrestling,,,1980 Moscow,1,Saypulla Absaidov,Soviet Union,
wrestling,,,1980 Moscow,2,Ivan Yankov,Bulgaria,
wrestling,,,1980 Moscow,3,Šaban Sejdi,Yugoslavia,
wrestling,,,1984 Los Angeles,1,You In-Tak,South Korea,
wrestling,,,1984 Los Angeles,2,Andrew Rein,United States,
wrestling,,,1984 Los Angeles,3,Jukka Rauhala,Finland,
wrestling,,,1988 Seoul,1,Arsen Fadzayev,Soviet Union,
wrestling,,,1988 Seoul,2,Park Jang-Soon,South Korea,
wrestling,,,1988 Seoul,3,Nate Carr,United States,
wrestling,,,1992 Barcelona,1,Arsen Fadzayev,Unified Team,
wrestling,,,1992 Barcelona,2,Valentin Getsov,Bulgaria,
wrestling,,,1992 Barcelona,3,Kosei Akaishi,Japan,
wrestling,,,1996 Atlanta,1,Vadim Bogiyev,Russia,
wrestling,,,1996 Atlanta,2,Townsend Saunders,United States,
wrestling,,,1996 Atlanta,3,Zaza Zazirov,Ukraine,
wrestling,,,2000 Sydney,1,Daniel Igali,Canada,
wrestling,,,2000 Sydney,2,Arsen Gitinov,Russia,
wrestling,,,2000 Sydney,3,Lincoln McIlravy,United States,
wrestling,,,2004 Athens,1,Elbrus Tedeyev,Ukraine,
wrestling,,,2004 Athens,2,Jamill Kelly,United States,
wrestling,,,2004 Athens,3,Makhach Murtazaliev,Russia,
wrestling,,,2008 Beijing,1,Ramazan Şahin,Turkey,
wrestling,,,2008 Beijing,2,Andriy Stadnik,Ukraine,
wrestling,,,2008 Beijing,3,Sushil Kumar,India,
wrestling,,,2008 Beijing,3,Otar Tushishvili,Georgia,
wrestling,,,2012 London,1,Tatsuhiro Yonemitsu,Japan,
wrestling,,,2012 London,2,Sushil Kumar,India,
wrestling,,,2012 London,3,Akzhurek Tanatarov,Kazakhstan,
wrestling,,,2012 London,3,Liván López,Cuba,
wrestling,,,1904 St. Louis,1,Charles Ericksen,United States,
wrestling,,,1904 St. Louis,2,William Beckmann,United States,
wrestling,,,1904 St. Louis,3,Jerry Winholtz,United States,
wrestling,,,1924 Paris,1,Hermann Gehri,Switzerland,
wrestling,,,1924 Paris,2,Eino Leino,Finland,
wrestling,,,1924 Paris,3,Otto Müller,Switzerland,
wrestling,,,1928 Amsterdam,1,Arvo Haavisto,Finland,
wrestling,,,1928 Amsterdam,2,Lloyd Appleton,United States,
wrestling,,,1928 Amsterdam,3,Maurice Letchford,Canada,
wrestling,,,1932 Los Angeles,1,Jack van Bebber,United States,
wrestling,,,1932 Los Angeles,2,Daniel MacDonald,Canada,
wrestling,,,1932 Los Angeles,3,Eino Leino,Finland,
wrestling,,,1936 Berlin,1,Frank Lewis,United States,
wrestling,,,1936 Berlin,2,Thure Andersson,Sweden,
wrestling,,,1936 Berlin,3,Joseph Schleimer,Canada,
wrestling,,,1948 London,1,Yaşar Doğu,Turkey,
wrestling,,,1948 London,2,Richard Garrard,Australia,
wrestling,,,1948 London,3,Leland Merrill,United States,
wrestling,,,1952 Helsinki,1,William Smith,United States,
wrestling,,,1952 Helsinki,2,Per Berlin,Sweden,
wrestling,,,1952 Helsinki,3,Abdollah Mojtabavi,Iran,
wrestling,,,1956 Melbourne,1,Mitsuo Ikeda,Japan,
wrestling,,,1956 Melbourne,2,İbrahim Zengin,Turkey,
wrestling,,,1956 Melbourne,3,Vakhtang Balavadze,Soviet Union,
wrestling,,,1960 Rome,1,Douglas Blubaugh,United States,
wrestling,,,1960 Rome,2,İsmail Ogan,Turkey,
wrestling,,,1960 Rome,3,Muhammed Bashir,Pakistan,
wrestling,,,1964 Tokyo,1,İsmail Ogan,Turkey,
wrestling,,,1964 Tokyo,2,Guliko Sagaradze,Soviet Union,
wrestling,,,1964 Tokyo,3,Mohammad Ali Sanatkaran,Iran,
wrestling,,,1968 Mexico City,1,Mahmut Atalay,Turkey,
wrestling,,,1968 Mexico City,2,Daniel Robin,France,
wrestling,,,1968 Mexico City,3,Tömöriin Artag,Mongolia,
wrestling,,,1972 Munich,1,Wayne Wells,United States,
wrestling,,,1972 Munich,2,Jan Karlsson,Sweden,
wrestling,,,1972 Munich,3,Adolf Seger,West Germany,
wrestling,,,1976 Montreal,1,Jiichiro Date,Japan,
wrestling,,,1976 Montreal,2,Mansour Barzegar,Iran,
wrestling,,,1976 Montreal,3,Stanley Dziedzic,United States,
wrestling,,,1980 Moscow,1,Valentin Raychev,Bulgaria,
wrestling,,,1980 Moscow,2,Jamtsyn Davaajav,Mongolia,
wrestling,,,1980 Moscow,3,Dan Karabin,Czechoslovakia,
wrestling,,,1984 Los Angeles,1,David Schultz,United States,
wrestling,,,1984 Los Angeles,2,Martin Knosp,West Germany,
wrestling,,,1984 Los Angeles,3,Šaban Sejdi,Yugoslavia,
wrestling,,,1988 Seoul,1,Kenny Monday,United States,
wrestling,,,1988 Seoul,2,Adlan Varayev,Soviet Union,
wrestling,,,1988 Seoul,3,Rahmat Sukra,Bulgaria,
wrestling,,,1992 Barcelona,1,Park Jang-Soon,South Korea,
wrestling,,,1992 Barcelona,2,Kenny Monday,United States,
wrestling,,,1992 Barcelona,3,Amir Reza Khadem,Iran,
wrestling,,,1996 Atlanta,1,Buvaisar Saitiev,Russia,
wrestling,,,1996 Atlanta,2,Park Jang-Soon,South Korea,
wrestling,,,1996 Atlanta,3,Takuya Ota,Japan,
wrestling,,,2000 Sydney,1,Brandon Slay,United States,
wrestling,,,2000 Sydney,2,Moon Eui-Jae,South Korea,
wrestling,,,2000 Sydney,3,Adem Bereket,Turkey,
wrestling,,,2004 Athens,1,Buvaisar Saitiev,Russia,
wrestling,,,2004 Athens,2,Gennadiy Laliyev,Kazakhstan,
wrestling,,,2004 Athens,3,Iván Fundora,Cuba,
wrestling,,,2008 Beijing,1,Buvaisar Saitiev,Russia,
wrestling,,,2008 Beijing,2,Soslan Tigiev,Uzbekistan,
wrestling,,,2008 Beijing,3,Murad Gaidarov,Belarus,
wrestling,,,2008 Beijing,3,Kiril Terziev,Bulgaria,
wrestling,,,2012 London,1,Jordan Burroughs,United States,
wrestling,,,2012 London,2,Sadegh Goudarzi,Iran,
wrestling,,,2012 London,3,Gábor Hatos,Hungary,
wrestling,,,2012 London,3,Denis Tsargush,Russia,
wrestling,,,1908 London,1,Stanley Bacon,Great Britain,
wrestling,,,1908 London,2,George de Relwyskow,Great Britain,
wrestling,,,1908 London,3,Frederick Beck,Great Britain,
wrestling,,,1920 Antwerp,1,Eino Leino,Finland,
wrestling,,,1920 Antwerp,2,Väinö Penttala,Finland,
wrestling,,,1920 Antwerp,3,Charles Johnson,United States,
wrestling,,,1924 Paris,1,Fritz Hagmann,Switzerland,
wrestling,,,1924 Paris,2,Pierre Ollivier,Belgium,
wrestling,,,1924 Paris,3,Vilho Pekkala,Finland,
wrestling,,,1928 Amsterdam,1,Ernst Kyburz,Switzerland,
wrestling,,,1928 Amsterdam,2,Donald Stockton,Canada,
wrestling,,,1928 Amsterdam,3,Samuel Rabin,Great Britain,
wrestling,,,1932 Los Angeles,1,Ivar Johansson,Sweden,
wrestling,,,1932 Los Angeles,2,Kyösti Luukko,Finland,
wrestling,,,1932 Los Angeles,3,József Tunyogi,Hungary,
wrestling,,,1936 Berlin,1,Emile Poilvé,France,
wrestling,,,1936 Berlin,2,Richard Voliva,United States,
wrestling,,,1936 Berlin,3,Ahmet Kireççi,Turkey,
wrestling,,,1948 London,1,Glen Brand,United States,
wrestling,,,1948 London,2,Adil Candemir,Turkey,
wrestling,,,1948 London,3,Erik Lindén,Sweden,
wrestling,,,1952 Helsinki,1,David Tsimakuridze,Soviet Union,
wrestling,,,1952 Helsinki,2,Gholamreza Takhti,Iran,
wrestling,,,1952 Helsinki,3,György Gurics,Hungary,
wrestling,,,1956 Melbourne,1,Nikola Stanchev,Bulgaria,
wrestling,,,1956 Melbourne,2,Daniel Hodge,United States,
wrestling,,,1956 Melbourne,3,Georgi Skhirtladze,Soviet Union,
wrestling,,,1960 Rome,1,Hasan Güngör,Turkey,
wrestling,,,1960 Rome,2,Georgy Skhirtladze,Soviet Union,
wrestling,,,1960 Rome,3,Hans Antonsson,Sweden,
wrestling,,,1964 Tokyo,1,Prodan Gardzhev,Bulgaria,
wrestling,,,1964 Tokyo,2,Hasan Güngör,Turkey,
wrestling,,,1964 Tokyo,3,Daniel Brand,United States,
wrestling,,,1968 Mexico City,1,Boris Gurevich,Soviet Union,
wrestling,,,1968 Mexico City,2,Jigjidiin Mönkhbat,Mongolia,
wrestling,,,1968 Mexico City,3,Prodan Gardzhev,Bulgaria,
wrestling,,,1972 Munich,1,Levan Tediashvili,Soviet Union,
wrestling,,,1972 Munich,2,John Peterson,United States,
wrestling,,,1972 Munich,3,Vasile Iorga,Romania,
wrestling,,,1976 Montreal,1,John Peterson,United States,
wrestling,,,1976 Montreal,2,Viktor Novozhilov,Soviet Union,
wrestling,,,1976 Montreal,3,Adolf Seger,West Germany,
wrestling,,,1980 Moscow,1,Ismail Abilov,Bulgaria,
wrestling,,,1980 Moscow,2,Magomedkhan Aratsilov,Soviet Union,
wrestling,,,1980 Moscow,3,István Kovács,Hungary,
wrestling,,,1984 Los Angeles,1,Mark Schultz,United States,
wrestling,,,1984 Los Angeles,2,Hideyuki Nagashima,Japan,
wrestling,,,1984 Los Angeles,3,Christopher Rinke,Canada,
wrestling,,,1988 Seoul,1,Han Myung-Woo,South Korea,
wrestling,,,1988 Seoul,2,Necmi Gençalp,Turkey,
wrestling,,,1988 Seoul,3,Jozef Lohyňa,Czechoslovakia,
wrestling,,,1992 Barcelona,1,Kevin Jackson,United States,
wrestling,,,1992 Barcelona,2,Elmadi Jabrailov,Unified Team,
wrestling,,,1992 Barcelona,3,Rasoul Khadem,Iran,
wrestling,,,1996 Atlanta,1,Khadzhimurad Magomedov,Russia,
wrestling,,,1996 Atlanta,2,Yang Hyun-Mo,South Korea,
wrestling,,,1996 Atlanta,3,Amir Reza Khadem,Iran,
wrestling,,,2000 Sydney,1,Adam Saitiev,Russia,
wrestling,,,2000 Sydney,2,Yoel Romero,Cuba,
wrestling,,,2000 Sydney,3,Magomed Ibragimov,Macedonia,
wrestling,,,2004 Athens,1,Cael Sanderson,United States,
wrestling,,,2004 Athens,2,Moon Eui-Jae,South Korea,
wrestling,,,2004 Athens,3,Sazhid Sazhidov,Russia,
wrestling,,,2008 Beijing,1,Revaz Mindorashvili,Georgia,
wrestling,,,2008 Beijing,2,Yusup Abdusalomov,Tajikistan,
wrestling,,,2008 Beijing,3,Taras Danko,Ukraine,
wrestling,,,2008 Beijing,3,Georgy Ketoyev,Russia,
wrestling,,,2012 London,1,Sharif Sharifov,Azerbaijan,
wrestling,,,2012 London,2,Jaime Espinal,Puerto Rico,
wrestling,,,2012 London,3,Dato Marsagishvili,Georgia,
wrestling,,,2012 London,3,Ehsan Lashgari,Iran,
wrestling,,,1904 St. Louis,1,Bernhoff Hansen,United States,
wrestling,,,1904 St. Louis,2,Frank Kugler,United States,
wrestling,,,1904 St. Louis,3,Fred Warmbold,United States,
wrestling,,,1908 London,1,Con O'Kelly,Great Britain,
wrestling,,,1908 London,2,Jacob Gundersen,Norway,
wrestling,,,1908 London,3,Edward Barrett,Great Britain,
wrestling,,,1920 Antwerp,1,Robert Roth,Switzerland,
wrestling,,,1920 Antwerp,2,Nat Pendleton,United States,
wrestling,,,1920 Antwerp,3,Fred Meyer,United States,
wrestling,,,1920 Antwerp,3,Ernst Nilsson,Sweden,
wrestling,,,1924 Paris,1,Harry Steel,United States,
wrestling,,,1924 Paris,2,Henri Wernli,Switzerland,
wrestling,,,1924 Paris,3,Andrew McDonald,Great Britain,
wrestling,,,1928 Amsterdam,1,Johan Richthoff,Sweden,
wrestling,,,1928 Amsterdam,2,Aukusti Sihvola,Finland,
wrestling,,,1928 Amsterdam,3,Edmond Dame,France,
wrestling,,,1932 Los Angeles,1,Johan Richthoff,Sweden,
wrestling,,,1932 Los Angeles,2,John Riley,United States,
wrestling,,,1932 Los Angeles,3,Nickolaus Hirschl,Austria,
wrestling,,,1936 Berlin,1,Kristjan Palusalu,Estonia,
wrestling,,,1936 Berlin,2,Josef Klapuch,Czechoslovakia,
wrestling,,,1936 Berlin,3,Hjalmar Nyström,Finland,
wrestling,,,1948 London,1,Gyula Bóbis,Hungary,
wrestling,,,1948 London,2,Bertil Antonsson,Sweden,
wrestling,,,1948 London,3,Jim Armstrong,Australia,
wrestling,,,1952 Helsinki,1,Arsen Mekokishvili,Soviet Union,
wrestling,,,1952 Helsinki,2,Bertil Antonsson,Sweden,
wrestling,,,1952 Helsinki,3,Kenneth Richmond,Great Britain,
wrestling,,,1956 Melbourne,1,Hamit Kaplan,Turkey,
wrestling,,,1956 Melbourne,2,Hussein Mehmedov,Bulgaria,
wrestling,,,1956 Melbourne,3,Taisto Kangasniemi,Finland,
wrestling,,,1960 Rome,1,Wilfried Dietrich,Germany,
